User ID,User Name,Age Group,Age,Gender,Height (cm),Weight (kg),Body Fat Percentage,Daily Caloric Intake,Workout Type,Workout Duration (min),Weekly Exercise Frequency,Sleep Hours,Goal,Progress,Mood,Hydration
7023,User_7023,46-55 (Older Adults),49,Female,157,62,19.1,3435,Yoga,29,6,9,Increase Flexibility,Excellent (90%-100%),Relaxed,High (>3L)
8900,User_8900,26-35 (Adults),33,Female,178,77,34.1,1837,HIIT,33,7,9,Weight Loss,Good (70%-89%),Unmotivated,High (>3L)
2751,User_2751,56+ (Seniors),59,Non-binary,163,98,13.2,2279,Walking,88,6,6,Muscle Gain,Excellent (90%-100%),Bored,High (>3L)
7594,User_7594,56+ (Seniors),56,Male,182,87,13.8,3077,Crossfit,82,4,9,Muscle Gain,Poor (0%-29%),Motivated,Low (<2L)
1522,User_1522,46-55 (Older Adults),52,Female,175,97,11.2,3383,Crossfit,31,3,7,Maintain Weight,Excellent (90%-100%),Focused,Low (<2L)
4639,User_4639,18-25 (Young Adults),22,Female,175,47,29.3,3345,Weight Training,51,6,6,Maintain Weight,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
9230,User_9230,26-35 (Adults),32,Female,171,107,15.3,3221,Weight Training,39,4,9,Maintain Weight,Average (50%-69%),Unmotivated,Moderate (2L-3L)
7242,User_7242,46-55 (Older Adults),55,Female,183,53,14.0,2381,Crossfit,24,6,8,Maintain Weight,Good (70%-89%),Motivated,High (>3L)
6145,User_6145,56+ (Seniors),65,Male,186,72,18.7,1999,Yoga,23,3,9,Weight Loss,Good (70%-89%),Bored,High (>3L)
1721,User_1721,56+ (Seniors),61,Non-binary,176,72,38.3,2423,Walking,77,3,10,Maintain Weight,Needs Improvement (30%-49%),Relaxed,Low (<2L)
6444,User_6444,46-55 (Older Adults),49,Male,154,86,22.1,2274,Swimming,55,3,6,Muscle Gain,Poor (0%-29%),Energized,Low (<2L)
1223,User_1223,46-55 (Older Adults),48,Male,180,68,25.7,3210,Cycling,79,3,6,Maintain Weight,Excellent (90%-100%),Happy,Moderate (2L-3L)
1898,User_1898,26-35 (Adults),26,Male,164,83,20.0,2020,Zumba,81,7,8,Weight Loss,Needs Improvement (30%-49%),Motivated,Moderate (2L-3L)
1198,User_1198,46-55 (Older Adults),53,Female,169,102,11.9,2721,Crossfit,50,3,7,Weight Loss,Good (70%-89%),Tired,Low (<2L)
2673,User_2673,56+ (Seniors),56,Male,153,84,13.2,1911,Yoga,59,6,8,Weight Loss,Average (50%-69%),Bored,Moderate (2L-3L)
2782,User_2782,46-55 (Older Adults),48,Male,152,72,21.5,2720,Walking,58,3,6,Increase Flexibility,Poor (0%-29%),Bored,Moderate (2L-3L)
6809,User_6809,56+ (Seniors),62,Male,175,72,32.0,3065,Crossfit,29,3,8,Muscle Gain,Average (50%-69%),Confident,Moderate (2L-3L)
7170,User_7170,26-35 (Adults),30,Non-binary,166,113,15.3,1984,Zumba,49,7,9,Muscle Gain,Good (70%-89%),Tired,High (>3L)
5838,User_5838,46-55 (Older Adults),51,Non-binary,175,77,32.3,1933,HIIT,48,3,10,Maintain Weight,Needs Improvement (30%-49%),Tired,Low (<2L)
5184,User_5184,46-55 (Older Adults),48,Non-binary,159,112,12.7,2228,Crossfit,62,5,9,Muscle Gain,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
5512,User_5512,18-25 (Young Adults),25,Female,183,83,29.4,2432,Yoga,80,3,6,Muscle Gain,Excellent (90%-100%),Motivated,Low (<2L)
7784,User_7784,56+ (Seniors),65,Female,188,117,12.5,3465,Cycling,81,5,9,Maintain Weight,Poor (0%-29%),Unmotivated,Low (<2L)
4606,User_4606,18-25 (Young Adults),23,Female,150,70,16.9,3189,Pilates,47,3,6,Increase Flexibility,Poor (0%-29%),Unmotivated,Moderate (2L-3L)
9977,User_9977,46-55 (Older Adults),55,Female,156,120,13.8,2142,Walking,78,4,7,Muscle Gain,Good (70%-89%),Energized,Low (<2L)
9103,User_9103,56+ (Seniors),61,Male,171,63,18.7,3490,Swimming,62,7,7,Muscle Gain,Needs Improvement (30%-49%),Tired,Low (<2L)
3996,User_3996,36-45 (Mid-Aged Adults),42,Male,150,103,38.6,2406,Cycling,49,7,10,Muscle Gain,Excellent (90%-100%),Motivated,High (>3L)
7399,User_7399,46-55 (Older Adults),46,Non-binary,170,54,17.6,1880,Pilates,33,7,9,Maintain Weight,Average (50%-69%),Bored,High (>3L)
3260,User_3260,56+ (Seniors),58,Non-binary,155,93,32.1,1842,Crossfit,87,6,7,Muscle Gain,Good (70%-89%),Energized,Moderate (2L-3L)
9831,User_9831,56+ (Seniors),58,Non-binary,161,49,35.5,2218,Zumba,83,6,8,Muscle Gain,Excellent (90%-100%),Bored,Moderate (2L-3L)
6321,User_6321,56+ (Seniors),56,Female,160,107,35.4,1852,Weight Training,39,3,9,Muscle Gain,Good (70%-89%),Tired,Moderate (2L-3L)
8704,User_8704,56+ (Seniors),60,Male,151,95,36.2,2952,Crossfit,64,4,6,Muscle Gain,Poor (0%-29%),Energized,High (>3L)
2508,User_2508,56+ (Seniors),60,Male,166,79,14.8,1968,Swimming,39,5,8,Weight Loss,Needs Improvement (30%-49%),Relaxed,High (>3L)
5283,User_5283,26-35 (Adults),34,Non-binary,154,101,14.3,1856,Cycling,81,7,9,Muscle Gain,Poor (0%-29%),Happy,High (>3L)
9415,User_9415,18-25 (Young Adults),20,Male,154,65,21.0,2494,Swimming,25,5,6,Muscle Gain,Needs Improvement (30%-49%),Focused,High (>3L)
9357,User_9357,26-35 (Adults),27,Male,156,109,10.8,2667,Yoga,76,7,6,Maintain Weight,Average (50%-69%),Happy,High (>3L)
3045,User_3045,36-45 (Mid-Aged Adults),37,Non-binary,162,56,17.6,3312,HIIT,31,5,7,Weight Loss,Needs Improvement (30%-49%),Unmotivated,Moderate (2L-3L)
5173,User_5173,26-35 (Adults),35,Female,158,68,16.6,2199,Weight Training,33,4,7,Increase Flexibility,Poor (0%-29%),Tired,Low (<2L)
4436,User_4436,56+ (Seniors),59,Male,158,78,15.8,2613,Walking,68,6,9,Increase Flexibility,Excellent (90%-100%),Relaxed,High (>3L)
7239,User_7239,18-25 (Young Adults),18,Non-binary,165,112,27.9,2776,Cycling,84,5,8,Increase Flexibility,Average (50%-69%),Motivated,High (>3L)
2679,User_2679,56+ (Seniors),62,Female,160,45,35.0,2469,Cycling,48,7,8,Increase Flexibility,Good (70%-89%),Tired,Moderate (2L-3L)
6330,User_6330,46-55 (Older Adults),54,Non-binary,160,67,39.9,2045,Zumba,70,3,9,Weight Loss,Good (70%-89%),Focused,High (>3L)
6420,User_6420,46-55 (Older Adults),49,Non-binary,180,73,18.0,3392,Running,57,5,9,Increase Flexibility,Needs Improvement (30%-49%),Confident,High (>3L)
5305,User_5305,46-55 (Older Adults),53,Male,190,64,25.2,3320,Swimming,37,4,10,Increase Flexibility,Average (50%-69%),Bored,High (>3L)
1616,User_1616,36-45 (Mid-Aged Adults),42,Female,166,57,30.2,2656,HIIT,81,3,10,Increase Flexibility,Excellent (90%-100%),Motivated,Moderate (2L-3L)
7519,User_7519,18-25 (Young Adults),24,Non-binary,164,102,14.5,3415,HIIT,48,3,10,Maintain Weight,Needs Improvement (30%-49%),Focused,Low (<2L)
2394,User_2394,46-55 (Older Adults),52,Female,158,83,18.9,2749,Walking,42,3,9,Weight Loss,Needs Improvement (30%-49%),Energized,Low (<2L)
3473,User_3473,26-35 (Adults),29,Female,159,109,10.1,2559,Walking,25,7,9,Muscle Gain,Average (50%-69%),Bored,Moderate (2L-3L)
9029,User_9029,36-45 (Mid-Aged Adults),39,Non-binary,167,58,37.7,2155,Weight Training,53,3,8,Increase Flexibility,Poor (0%-29%),Happy,Moderate (2L-3L)
5938,User_5938,36-45 (Mid-Aged Adults),38,Male,153,105,34.5,2967,Swimming,89,5,6,Muscle Gain,Good (70%-89%),Relaxed,Low (<2L)
8301,User_8301,18-25 (Young Adults),18,Male,173,99,30.9,2877,Pilates,25,4,6,Maintain Weight,Needs Improvement (30%-49%),Energized,Low (<2L)
3727,User_3727,26-35 (Adults),27,Female,154,99,16.4,2014,Weight Training,88,3,8,Increase Flexibility,Poor (0%-29%),Confident,High (>3L)
7816,User_7816,56+ (Seniors),64,Male,153,64,24.0,2941,Yoga,69,5,7,Increase Flexibility,Average (50%-69%),Energized,Low (<2L)
2510,User_2510,26-35 (Adults),32,Non-binary,162,116,23.4,2280,Crossfit,87,6,8,Maintain Weight,Poor (0%-29%),Bored,High (>3L)
2572,User_2572,26-35 (Adults),28,Male,189,61,10.1,2380,Yoga,68,7,6,Maintain Weight,Needs Improvement (30%-49%),Stressed,High (>3L)
8125,User_8125,18-25 (Young Adults),25,Female,153,69,33.0,1903,Cycling,52,3,9,Maintain Weight,Poor (0%-29%),Motivated,Low (<2L)
6662,User_6662,46-55 (Older Adults),53,Non-binary,159,49,12.1,2666,Weight Training,59,4,6,Increase Flexibility,Needs Improvement (30%-49%),Focused,High (>3L)
3046,User_3046,36-45 (Mid-Aged Adults),43,Non-binary,164,99,27.8,1880,HIIT,32,5,6,Muscle Gain,Good (70%-89%),Relaxed,High (>3L)
3804,User_3804,46-55 (Older Adults),53,Male,154,105,25.0,3213,Pilates,72,5,9,Muscle Gain,Poor (0%-29%),Happy,Low (<2L)
7729,User_7729,56+ (Seniors),58,Male,161,66,24.4,2465,Yoga,45,4,8,Maintain Weight,Good (70%-89%),Focused,High (>3L)
5721,User_5721,46-55 (Older Adults),54,Non-binary,152,54,31.2,2764,HIIT,80,7,9,Weight Loss,Poor (0%-29%),Motivated,Low (<2L)
9827,User_9827,36-45 (Mid-Aged Adults),41,Male,178,51,11.5,2884,Zumba,22,3,8,Increase Flexibility,Needs Improvement (30%-49%),Relaxed,Moderate (2L-3L)
4991,User_4991,18-25 (Young Adults),23,Female,179,102,20.4,2792,Swimming,31,7,9,Weight Loss,Needs Improvement (30%-49%),Relaxed,Low (<2L)
8914,User_8914,18-25 (Young Adults),25,Female,168,60,24.4,2011,Yoga,20,5,9,Maintain Weight,Poor (0%-29%),Motivated,High (>3L)
3533,User_3533,18-25 (Young Adults),19,Female,164,46,35.0,2387,Cycling,61,4,8,Weight Loss,Poor (0%-29%),Motivated,High (>3L)
3531,User_3531,36-45 (Mid-Aged Adults),37,Female,177,60,25.1,2478,Swimming,32,3,6,Muscle Gain,Good (70%-89%),Relaxed,High (>3L)
8578,User_8578,26-35 (Adults),32,Non-binary,184,92,22.3,3387,Pilates,40,6,6,Muscle Gain,Good (70%-89%),Focused,Low (<2L)
2700,User_2700,46-55 (Older Adults),54,Male,188,92,19.2,2816,Weight Training,53,5,6,Maintain Weight,Poor (0%-29%),Motivated,High (>3L)
8990,User_8990,46-55 (Older Adults),46,Non-binary,159,101,25.5,2210,Weight Training,54,3,6,Muscle Gain,Poor (0%-29%),Motivated,High (>3L)
4782,User_4782,26-35 (Adults),33,Non-binary,183,80,15.1,1815,Walking,28,6,7,Muscle Gain,Needs Improvement (30%-49%),Relaxed,High (>3L)
3777,User_3777,36-45 (Mid-Aged Adults),40,Non-binary,174,60,10.6,2479,HIIT,31,4,8,Muscle Gain,Good (70%-89%),Tired,High (>3L)
8663,User_8663,46-55 (Older Adults),51,Male,156,92,22.4,2164,Crossfit,43,4,8,Maintain Weight,Poor (0%-29%),Stressed,Moderate (2L-3L)
1850,User_1850,18-25 (Young Adults),23,Female,165,111,35.9,2328,Crossfit,64,7,8,Muscle Gain,Poor (0%-29%),Focused,Moderate (2L-3L)
7914,User_7914,56+ (Seniors),59,Non-binary,187,54,18.5,2015,Swimming,29,5,9,Muscle Gain,Good (70%-89%),Confident,Moderate (2L-3L)
9446,User_9446,36-45 (Mid-Aged Adults),41,Non-binary,156,97,39.7,2602,Crossfit,54,4,9,Increase Flexibility,Good (70%-89%),Happy,Low (<2L)
3291,User_3291,36-45 (Mid-Aged Adults),45,Male,185,112,19.0,2018,Cycling,78,4,7,Muscle Gain,Good (70%-89%),Confident,Moderate (2L-3L)
9209,User_9209,18-25 (Young Adults),23,Female,175,81,20.3,2754,Cycling,75,6,9,Maintain Weight,Good (70%-89%),Relaxed,Moderate (2L-3L)
6585,User_6585,18-25 (Young Adults),22,Female,155,96,19.9,1979,Pilates,69,3,10,Maintain Weight,Poor (0%-29%),Motivated,High (>3L)
7310,User_7310,26-35 (Adults),28,Male,151,99,39.2,2184,Crossfit,66,6,6,Increase Flexibility,Poor (0%-29%),Motivated,Low (<2L)
6059,User_6059,46-55 (Older Adults),50,Non-binary,162,83,28.4,2178,Weight Training,55,3,7,Maintain Weight,Needs Improvement (30%-49%),Happy,High (>3L)
9395,User_9395,56+ (Seniors),61,Male,166,91,28.4,2574,Weight Training,42,4,7,Increase Flexibility,Good (70%-89%),Confident,Moderate (2L-3L)
2853,User_2853,26-35 (Adults),28,Female,152,72,37.4,1800,Crossfit,81,3,9,Weight Loss,Excellent (90%-100%),Relaxed,Moderate (2L-3L)
1863,User_1863,26-35 (Adults),33,Male,155,52,37.1,2741,Swimming,74,6,8,Increase Flexibility,Needs Improvement (30%-49%),Happy,Low (<2L)
1948,User_1948,26-35 (Adults),29,Female,159,109,31.0,1835,HIIT,42,3,6,Weight Loss,Poor (0%-29%),Tired,High (>3L)
9806,User_9806,46-55 (Older Adults),50,Female,157,67,12.9,2695,Pilates,27,5,10,Increase Flexibility,Excellent (90%-100%),Tired,High (>3L)
6103,User_6103,56+ (Seniors),64,Non-binary,185,118,16.6,2065,Zumba,85,6,9,Maintain Weight,Average (50%-69%),Tired,Moderate (2L-3L)
4051,User_4051,36-45 (Mid-Aged Adults),36,Non-binary,173,63,13.6,3058,Crossfit,55,3,8,Maintain Weight,Poor (0%-29%),Stressed,High (>3L)
2985,User_2985,46-55 (Older Adults),52,Female,153,117,12.6,3282,Zumba,35,7,6,Muscle Gain,Average (50%-69%),Stressed,Low (<2L)
7201,User_7201,18-25 (Young Adults),24,Male,165,84,15.4,2226,Yoga,35,3,9,Increase Flexibility,Needs Improvement (30%-49%),Bored,Low (<2L)
7241,User_7241,56+ (Seniors),64,Female,162,87,22.8,2363,HIIT,59,4,6,Weight Loss,Poor (0%-29%),Focused,Low (<2L)
3271,User_3271,56+ (Seniors),58,Female,150,87,25.7,2156,Cycling,38,6,6,Increase Flexibility,Poor (0%-29%),Unmotivated,Low (<2L)
2296,User_2296,18-25 (Young Adults),25,Non-binary,190,88,38.9,2126,Pilates,46,4,6,Maintain Weight,Excellent (90%-100%),Relaxed,High (>3L)
3438,User_3438,46-55 (Older Adults),54,Female,168,48,18.3,3198,HIIT,51,4,6,Maintain Weight,Poor (0%-29%),Relaxed,Low (<2L)
1296,User_1296,46-55 (Older Adults),51,Male,188,107,32.2,2191,Running,27,5,6,Muscle Gain,Needs Improvement (30%-49%),Unmotivated,High (>3L)
6485,User_6485,26-35 (Adults),27,Female,181,118,27.6,1945,Swimming,38,4,10,Increase Flexibility,Average (50%-69%),Unmotivated,Low (<2L)
2831,User_2831,46-55 (Older Adults),55,Non-binary,168,52,35.7,1860,Weight Training,23,4,6,Weight Loss,Needs Improvement (30%-49%),Motivated,Low (<2L)
5440,User_5440,36-45 (Mid-Aged Adults),36,Male,167,98,35.2,1801,Running,81,7,7,Maintain Weight,Good (70%-89%),Unmotivated,Moderate (2L-3L)
1068,User_1068,36-45 (Mid-Aged Adults),44,Female,174,63,17.2,3472,Crossfit,41,6,8,Weight Loss,Poor (0%-29%),Focused,High (>3L)
6005,User_6005,46-55 (Older Adults),54,Male,179,93,27.9,2464,Cycling,85,5,10,Muscle Gain,Poor (0%-29%),Confident,High (>3L)
5419,User_5419,56+ (Seniors),65,Male,160,66,20.3,3137,Crossfit,32,4,8,Increase Flexibility,Excellent (90%-100%),Focused,High (>3L)
2611,User_2611,46-55 (Older Adults),48,Female,176,64,12.5,1966,Crossfit,36,6,10,Increase Flexibility,Good (70%-89%),Focused,High (>3L)
5348,User_5348,18-25 (Young Adults),19,Non-binary,152,89,29.7,2999,Running,54,3,8,Maintain Weight,Excellent (90%-100%),Happy,High (>3L)
2676,User_2676,26-35 (Adults),34,Non-binary,150,88,20.4,1962,Crossfit,50,5,8,Weight Loss,Excellent (90%-100%),Happy,High (>3L)
3728,User_3728,36-45 (Mid-Aged Adults),37,Male,172,98,10.5,2057,Weight Training,89,7,9,Weight Loss,Excellent (90%-100%),Confident,Moderate (2L-3L)
3757,User_3757,56+ (Seniors),61,Male,173,72,31.6,3193,Walking,75,6,7,Maintain Weight,Needs Improvement (30%-49%),Bored,Moderate (2L-3L)
4554,User_4554,18-25 (Young Adults),18,Female,189,59,11.6,3367,HIIT,86,3,7,Maintain Weight,Needs Improvement (30%-49%),Bored,Moderate (2L-3L)
3649,User_3649,56+ (Seniors),64,Male,167,67,22.7,2974,Swimming,38,4,8,Maintain Weight,Excellent (90%-100%),Relaxed,High (>3L)
8585,User_8585,56+ (Seniors),65,Male,188,114,39.2,1893,Running,30,3,9,Weight Loss,Good (70%-89%),Unmotivated,High (>3L)
8821,User_8821,36-45 (Mid-Aged Adults),41,Male,187,68,21.9,2043,Zumba,34,5,9,Muscle Gain,Needs Improvement (30%-49%),Energized,High (>3L)
8385,User_8385,26-35 (Adults),33,Non-binary,150,117,36.6,2221,HIIT,81,4,6,Maintain Weight,Average (50%-69%),Relaxed,Low (<2L)
9367,User_9367,56+ (Seniors),62,Male,184,96,20.1,3319,Walking,25,7,9,Maintain Weight,Poor (0%-29%),Stressed,High (>3L)
9536,User_9536,36-45 (Mid-Aged Adults),38,Female,162,96,11.6,2408,Yoga,70,7,8,Muscle Gain,Needs Improvement (30%-49%),Motivated,Low (<2L)
7571,User_7571,18-25 (Young Adults),24,Female,168,100,20.1,2677,HIIT,31,4,10,Muscle Gain,Average (50%-69%),Confident,Low (<2L)
9926,User_9926,26-35 (Adults),28,Female,172,51,24.7,2197,Walking,73,5,9,Increase Flexibility,Needs Improvement (30%-49%),Unmotivated,High (>3L)
4538,User_4538,36-45 (Mid-Aged Adults),37,Female,178,61,26.1,1862,Weight Training,86,4,7,Maintain Weight,Average (50%-69%),Tired,Moderate (2L-3L)
9266,User_9266,36-45 (Mid-Aged Adults),38,Male,162,119,19.5,2492,Cycling,45,3,8,Muscle Gain,Poor (0%-29%),Stressed,Moderate (2L-3L)
2489,User_2489,56+ (Seniors),58,Non-binary,178,60,28.4,1939,Pilates,20,5,10,Increase Flexibility,Average (50%-69%),Energized,Moderate (2L-3L)
8254,User_8254,46-55 (Older Adults),46,Non-binary,176,58,14.9,1810,Walking,82,3,9,Increase Flexibility,Good (70%-89%),Confident,Moderate (2L-3L)
6278,User_6278,46-55 (Older Adults),53,Non-binary,158,47,28.0,1854,Weight Training,75,7,10,Weight Loss,Poor (0%-29%),Unmotivated,Low (<2L)
9364,User_9364,18-25 (Young Adults),21,Female,160,60,26.4,2873,Running,63,7,10,Maintain Weight,Needs Improvement (30%-49%),Tired,High (>3L)
8195,User_8195,18-25 (Young Adults),21,Male,153,62,32.6,2872,Pilates,53,5,9,Maintain Weight,Excellent (90%-100%),Tired,Moderate (2L-3L)
3631,User_3631,36-45 (Mid-Aged Adults),43,Male,177,55,31.6,2029,Swimming,26,3,10,Increase Flexibility,Good (70%-89%),Relaxed,Moderate (2L-3L)
4630,User_4630,18-25 (Young Adults),24,Non-binary,185,98,31.3,2114,Crossfit,61,7,6,Maintain Weight,Good (70%-89%),Unmotivated,Low (<2L)
1901,User_1901,36-45 (Mid-Aged Adults),42,Non-binary,168,114,38.5,2256,Pilates,38,3,7,Maintain Weight,Average (50%-69%),Happy,Moderate (2L-3L)
3935,User_3935,36-45 (Mid-Aged Adults),38,Male,185,107,38.9,3186,Walking,25,6,7,Weight Loss,Needs Improvement (30%-49%),Focused,High (>3L)
9130,User_9130,46-55 (Older Adults),46,Male,181,95,30.7,2301,Yoga,41,3,8,Maintain Weight,Good (70%-89%),Relaxed,Moderate (2L-3L)
8681,User_8681,36-45 (Mid-Aged Adults),45,Female,170,120,34.7,1971,Zumba,82,3,8,Weight Loss,Poor (0%-29%),Happy,High (>3L)
6863,User_6863,26-35 (Adults),29,Male,186,88,15.9,2249,Running,50,6,10,Maintain Weight,Excellent (90%-100%),Stressed,Low (<2L)
9125,User_9125,26-35 (Adults),35,Male,176,116,11.5,1883,Running,63,7,10,Muscle Gain,Excellent (90%-100%),Bored,High (>3L)
4515,User_4515,26-35 (Adults),28,Non-binary,169,51,33.7,3347,Weight Training,46,4,8,Weight Loss,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
2897,User_2897,18-25 (Young Adults),19,Male,153,109,38.5,2924,Crossfit,24,3,8,Increase Flexibility,Excellent (90%-100%),Unmotivated,Moderate (2L-3L)
6855,User_6855,46-55 (Older Adults),50,Female,182,48,14.5,2028,Zumba,88,4,8,Muscle Gain,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
5437,User_5437,36-45 (Mid-Aged Adults),41,Female,183,99,13.5,3422,HIIT,66,3,6,Weight Loss,Good (70%-89%),Energized,Low (<2L)
7817,User_7817,56+ (Seniors),56,Female,176,98,35.6,2249,Pilates,75,5,6,Weight Loss,Average (50%-69%),Happy,Moderate (2L-3L)
8948,User_8948,46-55 (Older Adults),54,Non-binary,154,120,21.2,2228,Walking,27,3,6,Weight Loss,Good (70%-89%),Tired,High (>3L)
2932,User_2932,26-35 (Adults),28,Female,190,105,18.6,2289,Zumba,81,6,6,Maintain Weight,Excellent (90%-100%),Relaxed,Low (<2L)
3409,User_3409,36-45 (Mid-Aged Adults),39,Non-binary,177,120,37.1,1828,Walking,66,3,6,Increase Flexibility,Average (50%-69%),Happy,Low (<2L)
8491,User_8491,26-35 (Adults),26,Female,189,80,15.0,2122,Running,32,4,10,Muscle Gain,Average (50%-69%),Relaxed,Moderate (2L-3L)
5518,User_5518,26-35 (Adults),30,Non-binary,190,74,19.2,2414,Pilates,43,4,7,Increase Flexibility,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
3166,User_3166,18-25 (Young Adults),21,Non-binary,151,83,32.7,2487,Zumba,82,7,7,Weight Loss,Good (70%-89%),Stressed,Low (<2L)
9761,User_9761,18-25 (Young Adults),24,Non-binary,181,109,22.9,1923,Pilates,23,7,9,Increase Flexibility,Poor (0%-29%),Bored,Low (<2L)
3908,User_3908,46-55 (Older Adults),53,Male,166,75,17.0,2142,Running,55,5,10,Maintain Weight,Poor (0%-29%),Relaxed,Moderate (2L-3L)
4057,User_4057,36-45 (Mid-Aged Adults),44,Non-binary,176,59,14.4,1874,Swimming,38,3,10,Muscle Gain,Average (50%-69%),Relaxed,Low (<2L)
5797,User_5797,46-55 (Older Adults),50,Non-binary,181,54,30.5,2556,Pilates,47,7,7,Weight Loss,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
6741,User_6741,26-35 (Adults),31,Non-binary,164,119,13.6,2809,Cycling,43,3,8,Increase Flexibility,Needs Improvement (30%-49%),Bored,High (>3L)
2504,User_2504,18-25 (Young Adults),22,Male,179,96,36.6,3333,Pilates,81,4,10,Maintain Weight,Needs Improvement (30%-49%),Energized,Moderate (2L-3L)
4783,User_4783,36-45 (Mid-Aged Adults),44,Non-binary,183,110,36.6,1842,Running,69,4,9,Weight Loss,Good (70%-89%),Focused,Low (<2L)
8476,User_8476,36-45 (Mid-Aged Adults),40,Male,186,76,14.4,1878,HIIT,30,7,7,Muscle Gain,Good (70%-89%),Bored,Moderate (2L-3L)
5560,User_5560,36-45 (Mid-Aged Adults),36,Male,156,113,29.7,3159,Crossfit,66,3,7,Muscle Gain,Excellent (90%-100%),Energized,Moderate (2L-3L)
2907,User_2907,36-45 (Mid-Aged Adults),45,Female,188,62,23.0,1913,Cycling,28,3,7,Increase Flexibility,Average (50%-69%),Relaxed,Moderate (2L-3L)
8628,User_8628,36-45 (Mid-Aged Adults),43,Female,169,89,24.8,2070,Running,68,4,7,Maintain Weight,Good (70%-89%),Stressed,High (>3L)
1050,User_1050,46-55 (Older Adults),46,Non-binary,158,69,30.7,3113,Swimming,61,7,10,Muscle Gain,Needs Improvement (30%-49%),Relaxed,Moderate (2L-3L)
3366,User_3366,18-25 (Young Adults),21,Male,153,103,26.6,3186,Crossfit,68,7,8,Muscle Gain,Average (50%-69%),Happy,High (>3L)
2795,User_2795,46-55 (Older Adults),50,Female,163,72,30.5,2075,Walking,79,3,10,Maintain Weight,Poor (0%-29%),Unmotivated,Low (<2L)
3266,User_3266,36-45 (Mid-Aged Adults),45,Male,155,81,35.6,2667,Weight Training,48,6,10,Maintain Weight,Needs Improvement (30%-49%),Motivated,Low (<2L)
4646,User_4646,18-25 (Young Adults),25,Non-binary,182,67,11.5,3362,Running,69,6,8,Maintain Weight,Poor (0%-29%),Motivated,Moderate (2L-3L)
5410,User_5410,46-55 (Older Adults),48,Male,161,99,20.7,2059,Swimming,63,6,9,Increase Flexibility,Needs Improvement (30%-49%),Bored,High (>3L)
2261,User_2261,18-25 (Young Adults),19,Female,168,88,37.8,3368,Yoga,86,5,6,Increase Flexibility,Poor (0%-29%),Focused,Moderate (2L-3L)
5094,User_5094,36-45 (Mid-Aged Adults),37,Female,188,99,33.6,3243,Walking,70,4,7,Maintain Weight,Excellent (90%-100%),Bored,High (>3L)
1118,User_1118,18-25 (Young Adults),21,Male,162,120,30.6,2594,Swimming,75,6,8,Increase Flexibility,Needs Improvement (30%-49%),Stressed,Low (<2L)
6848,User_6848,46-55 (Older Adults),49,Non-binary,168,53,38.5,2847,Running,40,5,7,Weight Loss,Good (70%-89%),Energized,High (>3L)
9349,User_9349,46-55 (Older Adults),53,Male,164,71,34.0,1978,Walking,71,5,6,Weight Loss,Good (70%-89%),Bored,Moderate (2L-3L)
3134,User_3134,36-45 (Mid-Aged Adults),36,Non-binary,160,71,10.4,1807,Weight Training,39,4,10,Increase Flexibility,Average (50%-69%),Bored,Moderate (2L-3L)
4056,User_4056,56+ (Seniors),56,Female,182,51,21.5,2609,Swimming,44,5,6,Weight Loss,Average (50%-69%),Happy,Low (<2L)
2854,User_2854,36-45 (Mid-Aged Adults),40,Female,179,46,15.5,1884,Weight Training,33,4,8,Muscle Gain,Average (50%-69%),Bored,Low (<2L)
9309,User_9309,26-35 (Adults),33,Non-binary,153,62,14.3,3011,Yoga,24,7,6,Increase Flexibility,Good (70%-89%),Energized,High (>3L)
2336,User_2336,26-35 (Adults),34,Male,177,67,10.3,3422,HIIT,72,7,9,Weight Loss,Poor (0%-29%),Happy,High (>3L)
3023,User_3023,36-45 (Mid-Aged Adults),36,Female,163,78,38.9,2299,Running,89,4,6,Weight Loss,Excellent (90%-100%),Relaxed,Moderate (2L-3L)
4726,User_4726,18-25 (Young Adults),23,Male,163,82,22.5,2121,Running,63,3,9,Muscle Gain,Average (50%-69%),Relaxed,High (>3L)
2134,User_2134,36-45 (Mid-Aged Adults),37,Male,182,107,18.9,2833,Running,70,7,8,Maintain Weight,Average (50%-69%),Stressed,Low (<2L)
1543,User_1543,56+ (Seniors),62,Female,170,112,34.1,2579,Cycling,79,3,7,Maintain Weight,Poor (0%-29%),Energized,Low (<2L)
6252,User_6252,56+ (Seniors),59,Female,185,78,17.1,2045,Running,65,7,6,Maintain Weight,Needs Improvement (30%-49%),Focused,Low (<2L)
1739,User_1739,36-45 (Mid-Aged Adults),36,Non-binary,180,115,12.5,1969,Weight Training,70,6,6,Weight Loss,Excellent (90%-100%),Relaxed,High (>3L)
4157,User_4157,56+ (Seniors),63,Male,185,59,32.4,2030,Swimming,48,6,6,Increase Flexibility,Needs Improvement (30%-49%),Bored,High (>3L)
2247,User_2247,18-25 (Young Adults),21,Male,183,88,10.1,1859,Running,24,6,6,Muscle Gain,Good (70%-89%),Happy,Moderate (2L-3L)
